Feat,Description,Book,Str,Con,Dex,Int,Wis,Cha,Level,Race,Race2,Class,Acrobatics,Arcana,Athletics,Bluff,Diplomacy,Dungeoneering,Endurance,Heal,History,Insight,Intimidate,Nature,Perception,Religion,Stealth,Streetwise,Thievery,Initiative,Speed,Surge Value,AC,Fortitude,Reflex,Will
Ancestral Guidance,Use C. Divinity to invoke Ancestral Guidance,EPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arawai's Abundance,Use C. Divinity to invoke Arawai's Abundance,EPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aureon's Instruction,Use C. Divinity to invoke Aureon's Instruction,EPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Balinor's Prey,Use C. Divinity to invoke Balinor's Prey,EPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beacon of Dol Arrah,Use C. Divinity to invoke Beacon of Dol Arrah,EPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boldrei's Shelter,Use C. Divinity to invoke Boldrei's Shelter,EPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Component Modification,#REF!,EPG,,,,,,,,Warforged,,,,,,,,,,,,,,,,,,,,,,,,,,
Defensive Minions,Summoned artificer creatures +2 to all defenses,EPG,,,,,,,,,,Artificer,,,,,,,,,,,,,,,,,,,,,,,,
Eldeen Companion,Beast companion also benefits from racial power,EPG,,,,,,,,"Shifter, Longtooth","Shifter, Razorclaw",Ranger,,,,,,,,,,,,,,,,,,,,,,,,
Forceful Defense,"On force power hit, ally adjacent to target gains +1 AC",EPG,,,,,,,,,,Artificer,,,,,,,,,,,,,,,,,,,,,,,,
Group Mindlink,Any allies within your telepathy range may communicate via telepathy,EPG,,,,,,,,Kalashtar,,,,,,,,,,,,,,,,,,,,,,,,,,
Immutability,Warforged resolve save v. any effect & at +2 bonus,EPG,,,,,,,,Warforged,,,,,,,,,,,,,,,,,,,,,,,,,,
Improved Warforge Resolve,Warforged resolve gives 5 extra temp hitpoints,EPG,,,,,,,,Warforged,,,,,,,,,,,,,,,,,,,,,,,,,,
Kol Korran's Boon,Use C. Divinity to invoke Kol Korran's Boon,EPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light Within,Use C. Divinity to invoke Light Within,EPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark of Detection,Roll twice for perception; may use perception as arcana to detect magic,EPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark of Finding,Shift 1 into vacated square when adj enemy granting CA shifts,EPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark of Handling,"Use mount powers; mounts & beast companions +2 speed, +1 AC",EPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark of Healing,healing power or Heal skill for second wind on ally gives save,EPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark of Hospitality,your and allies' healing powers during rests grant max hp,EPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark of Making,Enchant Magic Item and Alchemy as if 2 levels higher,EPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark of Passage,Shift and Teleport powers go 1 extra square,EPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark of Scribing,"Fluent in 4 languages (retrainable), +2 diplomacy",EPG,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
Mark of Sentinel,Shift 1 after making opportunity attack,EPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark of Shadow,"If you attack and miss while hidden/invisible, remain hidden/invisible",EPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark of Storm,Thunder & lightning powers slide 1 on hit; +1 speed if flying,EPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark of Warding,Defense bonuses from powers increase by 1; Your marks give -3 not -2,EPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Master Crafter,#REF!,EPG,,,,,,,,,,Artificer,,,,,,,,,,,,,,,,,,,,,,,,
Master Mixer,Make alchemical items of your level + 3 or lower,EPG,,,,,,,,,,Artificer,,,,,,,,,,,,,,,,,,,,,,,,
Might of Dol Dorn,Use C. Divinity to invoke Might of Dol Dorn,EPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mror Stalwart,+1 attack with hammers and axes until you move,EPG,,,,,,,,Dwarf,,,,,,,,,,,,,,,,,,,,,,,,,,
Onatar's Gift,Use C. Divinity to invoke Onatar's Gift,EPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potent Restorables,#REF!,EPG,,,,,,,,,,Artificer,,,,,,,,,,,,,,,,,,,,,,,,
Quori Shield,#REF!,EPG,,,,,,,,Kalashtar,,,,,,,,,,,,,,,,,,,,,,,,,,
Shapeshifting Contortionist,Escape as minor action; no CA or attack penalty if squeezing,EPG,,,,,,,,Changeling,,,,,,,,,,,,,,,,,,,,,,,,,,
Shield of the Silver Flame,Use C. Divinity to invoke Shield of the Silver Flame,EPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shifter's Agility,Shifter racial also gives +5 acrobatics & athletics,EPG,,,,,,,,"Shifter, Longtooth","Shifter, Razorclaw",,,,,,,,,,,,,,,,,,,,,,,,,
Sovereign Justice,Use C. Divinity to invoke Sovereign Justice,EPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sturdy Shifter,#REF!,EPG,,,,,,,,"Shifter, Longtooth","Shifter, Razorclaw",,,,,,,,,,,,,,,,,,,,,,,,,
Talenta Weapon Training,Proficiency and +2 damage with Talenta weapons,EPG,,,,,,,,Halfling,,,,,,,,,,,,,,,,,,,,,,,,,,
Telepathic Sensitivity,+5 Perception when opposed by Stealth check,EPG,,,,,,,,Kalashtar,,,,,,,,,,,,,,,,,,,,,,,,,,
Traveler's Gift,Use C. Divinity to invoke Traveler's Gift,EPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Undying's Command,Use C. Divinity to invoke Undying's Command,EPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Warforged Tactics,"When target adjacent to ally, +1 to melee attacks",EPG,,,,,,,,Warforged,,,,,,,,,,,,,,,,,,,,,,,,,,
Xen'drik Weapon Training,Proficiency & +2 damage with drow long knife & Xen'drik boomerang,EPG,,,,,,,,Drow,,,,,,,,,,,,,,,,,,,,,,,,,,
Enhanced Resistive Formula,Resistive Formula temp hp also granted to 2nd ally,EPG,,,,,,,11,,,Artificer,,,,,,,,,,,,,,,,,,,,,,,,
Extended Telepathy,Telepathy range increased to 10,EPG,,,,,,,11,Kalashtar,,,,,,,,,,,,,,,,,,,,,,,,,,
Improved Immutability,Replace lvl 12+ utility with Improved Immutability; 2nd wind: +2 saves,EPG,,,,,,,12,Warforged,,,,,,,,,,,,,,,,,,,,,,,,,,
Quori Backlash,#REF!,EPG,,,,,,,11,Kalashtar,,,,,,,,,,,,,,,,,,,,,,,,,,
Fluid Anatomy,Saving throw to turn critical into normal hit,EPG,,,,,,,21,Changeling,,,,,,,,,,,,,,,,,,,,,,,,,,
Quori Desperation,Don't fall unconscious first round below 0 hp,EPG,,,,,,,21,Kalashtar,,,,,,,,,,,,,,,,,,,,,,,,,,
Reinforcing Healing,"When you heal ally, they get +2 defenses",EPG,,,,,,,21,,,Artificer,,,,,,,,,,,,,,,,,,,,,,,,
Warforged Fortification,Replace lvl 22 utility with Warforged Fortification,EPG,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
Student of Artifice,Multiclass Artificer,EPG,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominating Mind,"-2 to first save against daze, dominate, stun",DRMZ,,,,,,,,,,Psion,,,,,,,,,,,,,,,,,,,,,,,,
Exchange Power,Can transfer a power point using Send Thoughts,DRMZ,,,,,,,,,,Psion,,,,,,,,,,,,,,,,,,,,,,,,
Psychic Defense,+2 to melee defenses after hit with unaugmented power,DRMZ,,,,,,,11,,,Psion,,,,,,,,,,,,,,,,,,,,,,,,
Tower of Iron Will,+4 to all defenses on a psionic crit,DRMZ,,,,,,,21,,,Psion,,,,,,,,,,,,,,,,,,,,,,,,
Power of Arcana,"+2 Arcana, +1 to arcane rolls after assoc. power use",DP,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
Arcana Ward,Use C.Divinity to invoke Arcana Ward,DP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Power of Change,"+2 Thievery, +1 to enc/daily powers after assoc. power use",DP,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
Cycle of Change,Use C.Divinity to invoke Cycle of Change,DP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Power of Civilization,"+2 Diplomacy, +1 dam per adj. enemy for assoc. power",DP,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
Anthem of Civilization,Use C.Divinity to invoke Anthem of Civilization,DP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Power of Creation,"+2 Religion, you/ally of choice within 5 +1 AC when using assoc. power",DP,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
Creation Secret,Use C.Divinity to invoke Creation Secret,DP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Power of Darkness,"+2 Stealth, concealment against next attack when using assoc. power",DP,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
Darkness Consumes,Use C.Divinity to invoke Darkness Consumes,DP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Power of Death,"+2 Religion, +2 to dam rolls on bloodied enemy when using assoc. power",DP,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
Death Knell,Use C.Divinity to invoke Death Knell,DP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Power of Destruction,"+2 Intimidate, +2 to dam rolls on unbloodied enemy when using assoc. power",DP,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
Path of Destruction,Use C.Divinity to invoke Path of Destruction,DP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Power of Earth,"+2 Athletics, hit enemy is slowed when using assoc. power",DP,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Earth Hold,Use C.Divinity to invoke Earth Hold,DP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Power of Fate,"+2 Insight, +1 to attacks against bloodied when using assoc. power",DP,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
Fate Rolls On,Use C.Divinity to invoke Fate Rolls On,DP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Power of Freedom,"+2 Acrobatics, +2 to your/ally's next save when using assoc. power",DP,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
Path of Freedom,Use C.Divinity to invoke Path of Freedom,DP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Power of Hope,"+2 Diplomacy, one ally gets +1 to next attack after using assoc. power",DP,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
Hope Remains,Use C.Divinity to invoke Hope Remains,DP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Power of Justice,"+2 Insight, each bloodied ally gets +1 attack after assoc. power",DP,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
Immediate Justice,Use C.Divinity to invoke Immediate Justice,DP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Power of Knowledge,"+2 History, +1 to all defenses when using assoc. power",DP,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
Sure Knowledge,Use C.Divinity to invoke Sure Knowledge,DP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Power of Life,#NAME?,DP,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Pulse of Life,Use C.Divinity to invoke Pulse of Life,DP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Power of Love,"+2 Diplomacy, can choose to give ally 5 temp HP instead of damaging w/ assoc. power",DP,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
Loving Sacrifice,Use C.Divinity to invoke Loving Sacrifice,DP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Power of Luck,"+2 Acrobatics, can crit on 19-20 with assoc. power",DP,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
Imminent Luck,Use C.Divinity to invoke Imminent Luck,DP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Power of Madness,"+2 Bluff, enemy takes -1 attack when hit with assoc. power",DP,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Screaming Madness,Use C.Divinity to invoke Screaming Madness,DP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Power of the Moon,"+1 Perception, enemy takes -2 to targeted defense when hit with assoc. power",DP,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
Moon Touched,Use C.Divinity to invoke Moon Touched,DP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Power of Poison,"+2 Bluff, can change to poison and add 2 to damage when using assoc. power",DP,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Original Poison,Use C.Divinity to invoke Original Poison,DP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Power of Protection,"+2 Heal, one ally within 5 gets +1 to all defenses on hit with assoc. power",DP,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Sure Protection,Use C.Divinity to invoke Sure Protection,DP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Power of the Sea,"+2 Athletics, on hit with assoc. power can make save or one enemy takes -2 to next save",DP,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Sea Surge,Use C.Divinity to invoke Sea Surge,DP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Power of Skill,"+1 to trained skills, can use assoc. power as a basic attack",DP,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Divine Excellence,Use C.Divinity to invoke Divine Excellence,DP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Power of the Storm,"+2 Intimidate, can change assoc. power to thunder and gain 2 to dam. rolls",DP,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
Storm Sacrifice,Use C.Divinity to invoke Storm Sacrifice,DP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Power of Strength,"+2 Athletics, 2 to dam rolls when using assoc. pwoer",DP,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Strength of the Gods,Use C.Divinity to invoke Strength of the Gods,DP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Power of Strife,"+2 Bluff, +1 to dam roll for each enemy with 3 when using assoc. power",DP,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Sudden Strife,Use C.Divinity to invoke Sudden Strife,DP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Power of the Sun,#NAME?,DP,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
Solar Enemy,Use C.Divinity to invoke Solar Enemy,DP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Power of Torment,"+2 Intimidate, hit enemy grants combat advantage when using assoc. power",DP,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
Perfect Torment,Use C.Divinity to invoke Perfect Torment,DP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Power of Trickery,"+2 Thievery, on hit with assoc. power you or ally can shift 1",DP,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
Trickster's Fortune,Use C.Divinity to invoke Trickster's Fortune,DP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Power of Tyranny,"+2 Intimidate, assoc. power targets take -2 to saves until start of next turn",DP,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
Master of Tyranny,Use C.Divinity to invoke Master of Tyranny,DP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Power of Undeath,"+2 Religion, assoc. power changes to necrotic and gains ""&1+Tier&"" to dam roll""",DP,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
Undeath's Ally,Use C.Divinity to invoke Undeath's Ally,DP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Power of Vengeance,"+2 Intimidate, enemy takes ""&1+Tier&"" dam first time it attacks you/ally after assoc. power",DP,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
Small Vengeance,Use C.Divinity to invoke Small Vengeance,DP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Power of War,"+2 History, +1 to attack roll for assoc. power against unbloodied target",DP,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
Path of War,Use C.Divinity to invoke Path of War,DP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Power of the Wilderness,"+2 Nature, you and each adjacent ally ignore adjacent terrain on hit with assoc. power",DP,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Grasp of the Wild,Use C.Divinity to invoke Grasp of the Wild,DP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Power of Winter,"+2 Endurance, assoc. power changes to cold and adds 2 to dam roll",DP,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
Path of Winter,Use C.Divinity to invoke Path of Winter,DP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armor of Burning Wrath,"Armor of Wrath gains fire, target takes -1 to saves",DP,,,,,,,,,,Invoker,,,,,,,,,,,,,,,,,,,,,,,,
Armor of Vengeance,+1 to defenses against creatures other than oath of enmity target,DP,,,,,,,,,,Avenger,,,,,,,,,,,,,,,,,,,,,,,,
Astral Enmity,Bonus from Memory of 1000 Lifetimes also applies to oath of enmity target dam rolls,DP,,,,,,,,Deva,,Avenger,,,,,,,,,,,,,,,,,,,,,,,,
Astral Preservation,"When using Preserver's Rebuke, allies within 2 gain +1 to all defenses from bloodied",DP,,,,,,,,Deva,,Invoker,,,,,,,,,,,,,,,,,,,,,,,,
Avenging Allure,Pull target 2 extra when using Bond of Censure,DP,,,,,,,,,,Avenger,,,,,,,,,,,,,,,,,,,,,,,,
Avenging Opportunist,Extra move when reducing oath of enmity target to 0 hp,DP,,,,,,,,Human,Half-Elf,Avenger,,,,,,,,,,,,,,,,,,,,,,,,
Baleful Malediction,Enemies you hit with an encounter or daily take -2 to atk rolls against you,DP,,,,,,,,,,Invoker,,,,,,,,,,,,,,,,,,,,,,,,
Battle Healer,Regain 0 HP when you use Healing Word,DP,,,,,,,,,,Cleric,,,,,,,,,,,,,,,,,,,,,,,,
Blessed Scoundrel,Spend healing surge with Second Chance,DP,,,,,,,,Halfling,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessed Shifter,+0 to melee damage rolls when using shifting power,DP,,,,,,,,"Shifter, Longtooth","Shifter, Razorclaw",,,,,,,,,,,,,,,,,,,,,,,,,
Blessing of Avandra,"If enemy misses due to Second Chance, ally w/in 5 can spend surge",DP,,,,,,,,Halfling,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing of Corellon,"If you hit with Elven Accuracy, ally w/in 5 can spend surge",DP,,,,,,,,Elf,Half-Elf,,,,,,,,,,,,,,,,,,,,,,,,,
Breath of Life,Dragon Breath grants 0 temp HP to allies in blast,DP,,,,,,,,Dragonborn,,Cleric,,,,,,,,,,,,,,,,,,,,,,,,
Brilliant Darkfire,Targets of Darkfire gain vulnerable 0 radiant,DP,,,,,,,,Drow,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Might,+1 to melee attacks after using Channel Divinity,DP,,,,,,,,,,Paladin,,,,,,,,,,,,,,,,,,,,,,,,
Clarity of Spirit,You or ally spends surge when you use Bastion of Mental Clarity,DP,,,,,,,,Kalashtar,,,,,,,,,,,,,,,,,,,,,,,,,,
Closing Pledge,Shift 1 closer to oath of enmity target after hitting it with ranged attack,DP,,,,,,,,,,Avenger,,,,,,,,,,,,,,,,,,,,,,,,
Darkfire Vitality,Allies gain 0 temp HP when they hit enemies under Darkfire,DP,,,,,,,,Drow,,Cleric,,,,,,,,,,,,,,,,,,,,,,,,
Deadly Rebuke,Gain +0 to damage roll with Preserver's Rebuke,DP,,,,,,,,,,Invoker,,,,,,,,,,,,,,,,,,,,,,,,
Defensive Grace,+0 to defenses when using Healer's Mercy,DP,,,,,,,,,,Cleric,,,,,,,,,,,,,,,,,,,,,,,,
Defensive Healing Word,+0 to recipient's defenses when using Healing Word,DP,,,,,,,,,,Cleric,,,,,,,,,,,,,,,,,,,,,,,,
Demonbane,Powers that target undead also target elementals,DP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Demonbane Malediction,Elementals you hit with Maledictor's Doom grant combat advantage to your ally,DP,,,,,,,,,,Invoker,,,,,,,,,,,,,,,,,,,,,,,,
Devilbane,Powers that target undead also target immortals,DP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Devoted Paladin,"+1 Healing Surge, ally gains 0 add'l HP when using Lay on Hands",DP,,,,,,,,,,Paladin,,,,,,,,,,,,,,,,,,,,,,,,
Divine Approval,Channel Divinity grants a saving throw,DP,,,,,,,,Human,Half-Elf,,,,,,,,,,,,,,,,,,,,,,,,,
Divine Assault,Ally gains 0 to melee damage rolls against target of Furious Assault,DP,,,,,,,,Half-Orc,,Paladin,,,,,,,,,,,,,,,,,,,,,,,,
Divine Distraction,Allies gain +1 to damage on Oath of Enmity target if you are adjacent,DP,,,,,,,,,,Avenger,,,,,,,,,,,,,,,,,,,,,,,,
Divine Perseverance,+2 to next attack after you succeed on a save,DP,,,,,,,,Human,Half-Elf,Paladin,,,,,,,,,,,,,,,,,,,,,,,,
Draconic Challenge,Dragon Breath places divine sanction on enemies,DP,,,,,,,,Dragonborn,,Paladin,,,,,,,,,,,,,,,,,,,,,,,,
Dwarf Battle Priest,Gain 0 temp Hp when using Healing Word,DP,,,,,,,,Dwarf,,Cleric,,,,,,,,,,,,,,,,,,,,,,,,
Elemental Blessing,You or ally gains 0 temp HP when you use elemental manifestation,DP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elemental Challenge,"Your Divine Challenge deals acid, cold, fire, lightning, or thunder damage",DP,,,,,,,,,,Paladin,,,,,,,,,,,,,,,,,,,,,,,,
Elemental Rebuke,Ally gains benefits when you use Preserver's Rebuke,DP,,,,,,,,,,Invoker,,,,,,,,,,,,,,,,,,,,,,,,
Evade and Strike,"If your Oath of Enmity target misses due to Second Chance, you gain +2 to damage against",DP,,,,,,,,Halfling,,Avenger,,,,,,,,,,,,,,,,,,,,,,,,
Fearsome Wrath,Use Furious Wrath to give Oath of Enmity target -1 to attack rolls,DP,,,,,,,,Half-Orc,,Avenger,,,,,,,,,,,,,,,,,,,,,,,,
Fey Fate,"If you hit Oath of Enmity target with Elven Accuracy, +2 to damage rolls",DP,,,,,,,,Elf,Half-Elf,Avenger,,,,,,,,,,,,,,,,,,,,,,,,
Fey Preserver,Teleport ally 2 squares when using Preserver's Rebuke,DP,,,,,,,,Eladrin,,Invoker,,,,,,,,,,,,,,,,,,,,,,,,
Feyborn Fortune,Divine Fortune also affects 1 ally,DP,,,,,,,,Gnome,,Cleric,,,,,,,,,,,,,,,,,,,,,,,,
Feyborn Pursuer,Teleport extra 5 squares with Fey Step if you end adjacent to Oath of Enmity target,DP,,,,,,,,Eladrin,,Avenger,,,,,,,,,,,,,,,,,,,,,,,,
Fickle Servant,"+3 to Religion, can choose feats from any domain",DP,,,,,,,,Changeling,Doppelganger,,,,,,,,,,,,,,,0,,,,,,,,,,
Furious Devotion,+2 to divine powers after you use Channel Divinity,DP,,,,,,,,Half-Orc,,,,,,,,,,,,,,,,,,,,,,,,,,
Group Defense,Allies gain +1 to defenses against creatures you mark,DP,,,,,,,,Half-Elf,,Paladin,,,,,,,,,,,,,,,,,,,,,,,,
Healer's Implement,+ to healing values when surge spent,DP,,,,,,,,,,Cleric,,,,,,,,,,,,,,,,,,,,,,,,
Healing Step,Grant 0 temp HP and free shift when using fey step,DP,,,,,,,,Eladrin,,,,,,,,,,,,,,,,,,,,,,,,,,
Hidden Channeling,Channel Divinity grants you concealment,DP,,,,,,,,Gnome,,,,,,,,,,,,,,,,,,,,,,,,,,
Holy Resolve,+0 to healing you grant after using Warforged Resolve,DP,,,,,,,,Warforged,,Cleric,,,,,,,,,,,,,,,,,,,,,,,,
Holy Savagery,Channel Divinity grants you +1 to melee attacks when bloodied,DP,,,,,,,,"Shifter, Longtooth","Shifter, Razorclaw",,,,,,,,,,,,,,,,,,,,,,,,,
Holy Speech,"Extra success in skill challenges using Bluff, Diplomacy, or Intimidate",DP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Infernal Blessing,Ally regains 0 HP and gets +1 to attack roll when you use Infernal Wrath,DP,,,,,,,,Tiefling,,,,,,,,,,,,,,,,,,,,,,,,,,
Infernal Malediction,Your attacks gain fear keywork when you use Infernal Wrath,DP,,,,,,,,Tiefling,,Invoker,,,,,,,,,,,,,,,,,,,,,,,,
Invoke Resilience,Ally gains +1 to next save when you use a divine power,DP,,,,,,,,Human,Half-Elf,Invoker,,,,,,,,,,,,,,,,,,,,,,,,
Invoke Teamwork,Ally gains +1 to defenses when you use a divine power,DP,,,,,,,,Half-Elf,,Invoker,,,,,,,,,,,,,,,,,,,,,,,,
Kord's Resilience,Stone's Endurance extends to adjacent allies,DP,,,,,,,,Goliath,,,,,,,,,,,,,,,,,,,,,,,,,,
Majestic Presence,Adjacent allies gain resist 3 radiant and necrotic,DP,,,,,,,,Deva,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark of the Infernal,You can use divine sanction when your Infernal Wrath hits,DP,,,,,,,,Tiefling,,,,,,,,,,,,,,,,,,,,,,,,,,
Mighty Challenge,Divine Challenge deals 0 extra radiant damage,DP,,,,,,,,,,Paladin,,,,,,,,,,,,,,,,,,,,,,,,
Nimbus of Light,Allies gain +1 to attacks with radiant powers after you use a radiant power,DP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oath Strike,Mark your Oath of Enmity target,DP,,,,,,,,,,Avenger,,,,,,,,,,,,,,,,,,,,,,,,
Pacifist Healer,"Healing powers give extra +1d6, stunned when hitting bloodied foes",DP,,,,,,,,,,Cleric,,,,,,,,,,,,,,,,,,,,,,,,
Preserver's Call,Pull allies 1 square closer when you use a daily divine power,DP,,,,,,,,Kalashtar,,Invoker,,,,,,,,,,,,,,,,,,,,,,,,
Preserving Concealment,Grant concealment to ally when you use Preserver's Rebuke,DP,,,,,,,,Gnome,,Invoker,,,,,,,,,,,,,,,,,,,,,,,,
Protector's Commitment,Gain +1 on attacks when you or target is adjacent to bloodied ally,DP,,,,,,15,,,,Paladin,,,,,,,,,,,,,,,,,,,,,,,,
Psychic Retaliation,Use Bastion of Mental Clarity to change your Oath of Enmity target,DP,,,,,,,,Kalashtar,,Avenger,,,,,,,,,,,,,,,,,,,,,,,,
Religious Dabbler,Use at-will power from another divine class as encounter power,DP,,,,,,,,Half-Elf,,,,,,,,,,,,,,,,,,,,,,,,,,
Shared Perseverance,"When you grant a save, ally gains +1 to roll",DP,,,,,,,,Human,Half-Elf,Cleric,,,,,,,,,,,,,,,,,,,,,,,,
