Slot,Item,Level,Book,Enh,Acrobatics,Arcana,Athletics,Bluff,Diplomacy,Dungeoneering,Endurance,Heal,History,Insight,Intimidate,Nature,Perception,Religion,Stealth,Streetwise,Thievery,Speed,Initiative,Surges,Surge Val,Fortitude,Reflex,Will,AC,Strength,Dexterity,Wisdom,Ranged,Melee,Weapon
CandW,Silver Wind's Vengeance (P),13,DRMZ,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,
CandW,Silver Wind's Vengeance (E),23,DRMZ,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,
CandW,Sitar of Restfulness,7,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Skeleton Key,10,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Sliver of Knowledge,4,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Sliver of Salvation,7,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Sliver of Stability,13,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Slow-Step Oil,3,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Smokestick,6,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Solitaire (Aquamarine),16,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Solitaire (Cerulean),21,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Solitaire (Cinnabar),6,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Solitaire (Citrine),11,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Solitaire (Quartz Lens),5,DSCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Solitaire (Violet),26,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Soulfang of Predatory Nature,3,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Soulfang of Rage,10,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Soulfang of Resistance,5,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Soulfang of Retribution,5,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Soulfang of the Cheetah,10,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Sovereign Glue,8,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Spider Potion,20,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Spirit Eyes,18,DSCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Spirit of Sand,2,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Spotted Toadstool Venom,10,EPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Spying Mirrors,18,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Spymaster's Quill,10,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Standard of the Silver Dragon,13,PHRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Stonemeal Biscuit,3,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Stone of Earth,12,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Stone of Flame,12,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Stone of Light,12,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Stone of Shadow,12,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Stone of Spirit,12,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Stone of Storms,12,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Stone of Wind,12,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Stormglass Shard,6,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Stormlash Soulfang,5,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Stylus of the Translator,7,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Summon Silt Elemental,5,DUMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Sun Globe,1,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Suppression Crystal,4,EPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Swift Shaper's Soulfang,16,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Syllable of Grace,2,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Syllable of Life,13,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Syllable of Spirit,19,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Syllable of Strength,10,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Syllable of Thought,4,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Talent Shard,3,PHB3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Talisman of Fortune,15,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Tanglefoot Bag,2,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Tectuktitlay's Sacrifice,10,DSCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Teleportation Disk,14,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Tempest Fan,5,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Tempest Whetstone,10,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Tenser's Circular Shield,4,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Tension Wheel,4,EPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Tethercord,3,EPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Terror Ichor,9,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,The Fading One - Battle Ghost,23,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,The Fading One - Ghostfoot,3,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,The Fading One - Life Drain,18,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,The Fading One - Lighter than Wind,8,DRMZ,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,The Fading One - Spirit Body,13,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,The Fading One - Touch From Beyond,28,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Thorn Grasp Soulfang,3,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Throne of Dominion,12,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Throne of Grandeur,18,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Thunderstone,5,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Tiren's Sphere,10,DUMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Torog's Lamentation of the Shackled,3,DUMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Tourmaline Turtle,23,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Tracking Dust,4,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Treeform Box,10,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,True Kiss of the Mistress,3,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Umbral Eye,12,DUMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Unfettered Thieves' Tools,11,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Ungol Dust,1,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Unguent of Blindsight,21,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Unguent of Darkvision,11,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Universal Solvent,10,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Unseen Servant's Hand,4,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Vagabond's Die,8,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Vanous's Combined Awareness,5,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Vanous's Coordinated Assault,7,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Vanous's Menacing Beast,9,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Vanous's Savage Spirit,3,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Vecna's Boon of Diabolical Choice,1,DUMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Vecna's Puzzle Box,30,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Verdant Presence,5,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Versatile Spellbook,11,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Vigiliant Gargoyle,17,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Vision of the Vizier,21,DUMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Vision Sand,6,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Vistani Buzuq,7,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Vistani Tambourine,2,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Vistani Violin,12,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Voran's Eternal Chalk,1,DUMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Voran's Floating Lantern,3,DUMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Vortex Stone,8,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Walking Death,5,DUMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Wandering Trove,30,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Watcher's Horn,9,PHB2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Watchful Eye,12,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Watchful Ruby eye,6,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Warding Mind,4,DUMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Wayfinder Badge,1,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Whetstone of Combustion,10,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Whetstone of Venom,9,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Whispers from Beyond,9,DUMZ,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,
CandW,Whistle of Warning,8,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Window of Deception,3,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Window of Escape,2,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Woundpatch,3,EPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Woundstitch Powder,1,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Wrathful Spirit,6,DSCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Wyvern Venom,20,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bracers,Alchemical Launcher,5,DRMZ,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bracers,Ankhmon's Bracers,19,AV2,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bracers,Bands of Equilibrium,18,DRMZ,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bracers,Barrage Bracers,10,AV2,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bracers,Bloodhound Bracers,13,AV2,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bracers,Bloodsoaked Bracers,10,AV,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bracers,Bloodthirst Bracers,4,AV,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bracers,Bolstering Shield,10,PsP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bracers,Bracelet of the Radiant Storm,13,AV2,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bracers,Bracelets of Subtle Defense,3,PsP,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bracers,Bracers of Archery (H),6,AV,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
Bracers,Bracers of Archery (P),16,AV,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
Bracers,Bracers of Archery (E),26,AV,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
Bracers,Bracers of Bold Maneuvering,8,AV,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bracers,Bracers of Brachiation,5,DRMZ,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bracers,Bracers of Defense,7,PHB,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bracers,Bracers of Enforced Regret,2,AV2,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bracers,Bracers of Infinite Blades +2 ,11,AV,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bracers,Bracers of Infinite Blades +4 ,16,AV,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bracers,Bracers of Iron Arcana,14,AV,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bracers,Bracers of Mental Might,6,AV,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bracers,Bracers of Mighty Striking (H),2,PHB,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
Bracers,Bracers of Mighty Striking (P),12,PHB,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
Bracers,Bracers of Mighty Striking (E),22,PHB,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
Bracers,Bracers of Rejuvenation,8,AV,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bracers,Bracers of Respite,2,AV,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bracers,Bracers of Speed,13,DRMZ,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bracers,Bracers of Tactical Blows,6,AV,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bracers,Bracers of the Perfect Shot,3,PHB,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bracers,Bracers of Wound Closure,13,AV,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bracers,Bracers of Zeal,9,AV2,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bracers,Breach Bracers,5,AV,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bracers,Charm Bracelet,8,AV2,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bracers,Climber's Bracers,16,AV2,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bracers,Cold Iron Bracers,6,AV,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bracers,Counterstrike Guards,4,AV,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bracers,Couters of Second Chances,5,AV,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bracers,Crest of Vigilance Eternal,12,AV2,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bracers,Delbanian Bracers,23,AV2,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bracers,Diamond Bracers,9,AV,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bracers,Escape Bracers,7,DRMZ,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bracers,Executioner's Bracers,3,AV2,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bracers,Feyleaf Vambraces,4,AV,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bracers,Flame Bracers,3,AV,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bracers,Flamedrinker Bracers,6,AV,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bracers,Flaring Bracers,14,AV,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bracers,Floating Bracers,1,AV,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bracers,Focused Shield,13,PsP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bracers,Frost Charger Bracers,13,AV2,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bracers,Heart-Touched Bracelets,2,DRMZ,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bracers,Iron Armbands of Power (H),6,AV,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
Bracers,Iron Armbands of Power (P),16,AV,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
Bracers,Iron Armbands of Power (E),26,AV,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
Bracers,Lunia's Bracelet,3,AV2,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bracers,Mindiron Vambraces,8,AV,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bracers,Mountain Bracers,4,AV,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bracers,Quickhit Bracers,5,AV,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bracers,Rapidstrike Bracers,15,AV,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bracers,Razor Bracers,7,AV,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bracers,Razordark Bracers,11,AV2,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bracers,Rebuking Bracers,18,AV2,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bracers,Rhino Bracers,15,AV2,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bracers,Serpentine Bracers,18,AV2,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bracers,Skull Bracers,7,AV,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bracers,Tiamat's Bloody Bulwark,15,DUMZ,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bracers,Trauma Bracers,7,AV,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bracers,Trollhide Bracers,19,AV,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bracers,Warded Vambraces,6,AV2,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bracers,Warlock's Bracers,11,AV,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bracers,Winged Bracers,12,DRMZ,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shield,Absorbing,17,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shield,Angelsteel,9,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shield,Barrier sentinels,9,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shield,Bashing,5,PHB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shield,Battleforged,4,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shield,Bloodguard,2,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shield,Bloodshored,9,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shield,Bloodsoaked,9,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shield,Cold Iron,5,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shield,Crest of Vigilance Eternal,12,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shield,Crowd Killer,14,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shield,Darkleaf,2,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shield,Deathward,15,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shield,Direbeast,5,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shield,Dragondaunt,16,PHB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shield,Dragonscale ,19,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shield,Dragontooth,7,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shield,Fighting,1,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shield,Flameward,16,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shield,Foe Fending,6,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shield,Force,11,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shield,Guardian,10,PHB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shield,Hammer,8,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shield,Healer's,10,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shield,Hypnotic,14,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shield,Jousting,2,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shield,Keeper's,9,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shield,Manticore,8,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shield,Mithral,8,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shield,Netherdark,13,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shield,of Blocking,17,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shield,of Defiance,8,PHB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shield,of Deflection,12,PHB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shield,of Eyes,4,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shield,of Fellowship,15,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shield,of Protection,3,PHB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shield,of Silver Light,4,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shield,of Speed and Evasion,4,DUMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shield,of the Guardian,2,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shield,of the World Tree,13,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shield,of Turathi Defiance,16,PHRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shield,of Ultimate Protection,30,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shield,of Warding,14,PHB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shield,Pelaurum,7,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shield,Pincer,8,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shield,Preservation,2,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shield,Razor,2,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shield,Recoil,9,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shield,Reflective,27,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shield,Ricochet,12,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shield,Shadowflow,9,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shield,Shimmerlight,5,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shield,Spellshield,14,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shield,Soul,18,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shield,Stonewall,13,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shield,Storm,8,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shield,Stormward,16,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shield,Sun,12,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shield,Tauran,12,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shield,Throwing,6,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shield,Trapping,24,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shield,Vortex,14,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shield,Winged,15,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shield,Winterward,16,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shield,Wyrmguard,8,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
